"","time","status","condition","subject","velocity","normVelocity"
"2952",102,"S 11","VAN","subject 20",0.248539,-1.35270872600726
"2953",103,"S 11","VAN","subject 20",0.046685,-2.87024565351257
"2954",104,"S 11","VAN","subject 20",0.164314,-1.7468970083966
"2955",105,"S 11","VAN","subject 20",0.316336,-1.11982775354945
"2956",106,"NS 11","VAN","subject 20",0.0848748,-2.35519715130546
"2957",107,"NS 11","VAN","subject 20",0.289919,-1.2042428407825
"2958",108,"NS 11","VAN","subject 20",0.246874,-1.35916958668325
"2959",109,"NS 11","VAN","subject 20",0.572827,-0.53986487766282
"2960",110,"NS 11","VAN","subject 20",1.62431,0.491220696925788
"2961",111,"S 12","VAN","subject 20",0.495545,-0.682118223712211
"2962",112,"S 12","VAN","subject 20",0.630772,-0.445081579563433
"2963",113,"S 12","VAN","subject 20",1.14753,0.146288424568954
"2964",114,"S 12","VAN","subject 20",0.74167,-0.2854578811335
"2965",115,"S 12","VAN","subject 20",0.0359019,-3.08124876843685
"2966",116,"NS 12","VAN","subject 20",0.159595,-1.77434203719099
"2967",117,"NS 12","VAN","subject 20",0.528223,-0.619482306559712
"2968",118,"NS 12","VAN","subject 20",0.154197,-1.80668835253266
"2969",119,"NS 12","VAN","subject 20",0.0740333,-2.47654213012444
"2970",120,"NS 12","VAN","subject 20",0.0551291,-2.73138382503612
"2971",121,"S 13","VAN","subject 20",0.181711,-1.6517662492518
"2972",122,"S 13","VAN","subject 20",0.153476,-1.81108908841021
"2973",123,"S 13","VAN","subject 20",0.291725,-1.19823927247818
"2974",124,"S 13","VAN","subject 20",0.10056,-2.20219691896278
"2975",125,"S 13","VAN","subject 20",0.0762583,-2.4504089958166
"2976",126,"NS 13","VAN","subject 20",0.0407242,-2.98135216471055
"2977",127,"NS 13","VAN","subject 20",0.236677,-1.39967549043758
"2978",128,"NS 13","VAN","subject 20",0.216621,-1.48447626036625
"2979",129,"NS 13","VAN","subject 20",0.172842,-1.69913288705293
"2980",130,"NS 13","VAN","subject 20",0.199517,-1.56295039732734
"2981",131,"S 14","VAN","subject 20",0.0757328,-2.45651979614595
"2982",132,"S 14","VAN","subject 20",1.57768,0.462273831183794
"2983",133,"S 14","VAN","subject 20",2.48608,0.914721501275601
"2984",134,"S 14","VAN","subject 20",1.18735,0.18011078149679
"2985",135,"S 14","VAN","subject 20",5.39478,1.68728374721005
"2986",136,"NS 14","VAN","subject 20",6.43092,1.86267138705601
"2987",137,"NS 14","VAN","subject 20",8.66811,2.16080376302756
"2988",138,"NS 14","VAN","subject 20",7.07671,1.95822119899652
"2989",139,"NS 14","VAN","subject 20",3.32753,1.20523101245001
"2990",140,"NS 14","VAN","subject 20",0.760441,-0.26079220080735
"2991",141,"S 15","VAN","subject 20",0.341432,-1.04573904306107
"2992",142,"S 15","VAN","subject 20",0.927307,-0.0647444089976888
"2993",143,"S 15","VAN","subject 20",4.84636,1.58028918609994
"2994",144,"S 15","VAN","subject 20",1.36339,0.317282135977989
"2995",145,"S 15","VAN","subject 20",0.655328,-0.40747512684303
"2996",146,"NS 15","VAN","subject 20",0.778547,-0.237563267507015
"2997",147,"NS 15","VAN","subject 20",0.236104,-1.40200106816175
"2998",148,"NS 15","VAN","subject 20",0.120583,-2.03574623906575
"2999",149,"NS 15","VAN","subject 20",0.2499,-1.34745833733469
"3000",150,"NS 15","VAN","subject 20",0.356848,-1.00280768565654
"3001",1,"S 1","SPF","subject 1",7.35736,1.99705943307387
"3002",2,"S 1","SPF","subject 1",15.0275,2.7105470813008
"3003",3,"S 1","SPF","subject 1",17.5561,2.86597090829439
"3004",4,"S 1","SPF","subject 1",2.64539,0.9765915365616
"3005",5,"S 1","SPF","subject 1",1.42674,0.362376658228368
"3006",6,"NS 1","SPF","subject 1",0.635961,-0.437016148538996
"3007",7,"NS 1","SPF","subject 1",2.05537,0.725309387118206
"3008",8,"NS 1","SPF","subject 1",0.621586,-0.45952116277412
"3009",9,"NS 1","SPF","subject 1",0.233244,-1.41369022420173
"3010",10,"NS 1","SPF","subject 1",0.199503,-1.5630172199134
"3011",11,"S 2","SPF","subject 1",0.18735,-1.62277647687328
"3012",12,"S 2","SPF","subject 1",0.241455,-1.38049123189294
"3013",13,"S 2","SPF","subject 1",0.103192,-2.17866978708849
"3014",14,"S 2","SPF","subject 1",0.0728661,-2.49052922689147
"3015",15,"S 2","SPF","subject 1",0.0918075,-2.28467150370917
"3016",16,"NS 2","SPF","subject 1",0.21023,-1.51308282419134
"3017",17,"NS 2","SPF","subject 1",0.17878,-1.66717296308534
"3018",18,"NS 2","SPF","subject 1",0.198686,-1.56692454908487
"3019",19,"NS 2","SPF","subject 1",0.0851279,-2.35253297706262
"3020",20,"NS 2","SPF","subject 1",0.0590178,-2.67339083663919
"3021",21,"S 3","SPF","subject 1",0.0770484,-2.4412909931781
"3022",22,"S 3","SPF","subject 1",0.235777,-1.4033306582381
"3023",23,"S 3","SPF","subject 1",0.169868,-1.71553203044568
"3024",24,"S 3","SPF","subject 1",0.155611,-1.79811361411626
"3025",25,"S 3","SPF","subject 1",0.17722,-1.67547088303854
"3026",26,"NS 3","SPF","subject 1",0.231214,-1.4220707726958
"3027",27,"NS 3","SPF","subject 1",0.23525,-1.40547718053666
"3028",28,"NS 3","SPF","subject 1",0.203807,-1.54268154004784
"3029",29,"NS 3","SPF","subject 1",0.102887,-2.18136796060338
"3030",30,"NS 3","SPF","subject 1",0.0970308,-2.23463863547394
"3031",31,"S 4","SPF","subject 1",0.0785611,-2.42406256970135
"3032",32,"S 4","SPF","subject 1",0.166798,-1.73274744105977
"3033",33,"S 4","SPF","subject 1",0.15165,-1.82232177481069
"3034",34,"S 4","SPF","subject 1",0.156855,-1.7906301071975
"3035",35,"S 4","SPF","subject 1",0.0730163,-2.48871830492449
"3036",36,"NS 4","SPF","subject 1",0.0994051,-2.21269777216493
"3037",37,"NS 4","SPF","subject 1",0.256596,-1.32202087510102
"3038",38,"NS 4","SPF","subject 1",0.270109,-1.27257646585063
"3039",39,"NS 4","SPF","subject 1",0.10066,-2.20129284151217
"3040",40,"NS 4","SPF","subject 1",0.0545106,-2.74092572759766
"3041",41,"S 5","SPF","subject 1",0.162361,-1.75816416444117
"3042",42,"S 5","SPF","subject 1",0.121793,-2.02652276909806
"3043",43,"S 5","SPF","subject 1",0.104152,-2.17022438535386
"3044",44,"S 5","SPF","subject 1",0.296322,-1.18311844271454
"3045",45,"S 5","SPF","subject 1",0.220998,-1.46534622650648
"3046",46,"NS 5","SPF","subject 1",0.100727,-2.20068756656789
"3047",47,"NS 5","SPF","subject 1",0.168729,-1.72188458682711
"3048",48,"NS 5","SPF","subject 1",0.306388,-1.15078597048297
"3049",49,"NS 5","SPF","subject 1",0.139059,-1.903413078259
"3050",50,"NS 5","SPF","subject 1",0.08251,-2.38043853219891
"3051",51,"S 6","SPF","subject 1",0.026074,-3.32218289473413
"3052",52,"S 6","SPF","subject 1",0.0197562,-3.51471776534212
"3053",53,"S 6","SPF","subject 1",0.151061,-1.82597210376775
"3054",54,"S 6","SPF","subject 1",0.191481,-1.60206019484522
"3055",55,"S 6","SPF","subject 1",0.11963,-2.04307104037019
"3056",56,"NS 6","SPF","subject 1",0.0945172,-2.25840362781983
"3057",57,"NS 6","SPF","subject 1",0.100334,-2.20424314999537
"3058",58,"NS 6","SPF","subject 1",0.179385,-1.66397329883213
"3059",59,"NS 6","SPF","subject 1",0.0754776,-2.45950092566845
"3060",60,"NS 6","SPF","subject 1",0.0651876,-2.58776895523981
"3061",61,"S 7","SPF","subject 1",0.0677186,-2.55466066801651
"3062",62,"S 7","SPF","subject 1",0.0470936,-2.86306325266511
"3063",63,"S 7","SPF","subject 1",0.0605967,-2.65077187778502
"3064",64,"S 7","SPF","subject 1",0.137713,-1.91248407706885
"3065",65,"S 7","SPF","subject 1",0.150122,-1.83181925430375
"3066",66,"NS 7","SPF","subject 1",0.10298,-2.18054446708502
"3067",67,"NS 7","SPF","subject 1",0.0561101,-2.71643374500733
"3068",68,"NS 7","SPF","subject 1",0.140813,-1.89171462022733
"3069",69,"NS 7","SPF","subject 1",0.142728,-1.87909671748978
"3070",70,"NS 7","SPF","subject 1",0.104621,-2.16612424541571
"3071",71,"S 8","SPF","subject 1",0.164953,-1.74323791255896
"3072",72,"S 8","SPF","subject 1",0.0548836,-2.73516038366131
"3073",73,"S 8","SPF","subject 1",0.271096,-1.26905903098235
"3074",74,"S 8","SPF","subject 1",0.196583,-1.5770530102901
"3075",75,"S 8","SPF","subject 1",0.258103,-1.3163840439483
"3076",76,"NS 8","SPF","subject 1",0.173455,-1.69578587316933
"3077",77,"NS 8","SPF","subject 1",0.0781455,-2.42876642078902
"3078",78,"NS 8","SPF","subject 1",0.164669,-1.74486252463981
"3079",79,"NS 8","SPF","subject 1",0.295388,-1.18617217970043
"3080",80,"NS 8","SPF","subject 1",0.109872,-2.12133077216051
"3081",81,"S 9","SPF","subject 1",0.142717,-1.87916874355015
"3082",82,"S 9","SPF","subject 1",0.114189,-2.08595068023273
"3083",83,"S 9","SPF","subject 1",0.0766137,-2.44629727731151
"3084",84,"S 9","SPF","subject 1",0.0652015,-2.58758410141677
"3085",85,"S 9","SPF","subject 1",0.127948,-1.98087847643046
"3086",86,"NS 9","SPF","subject 1",0.240909,-1.38266495538822
"3087",87,"NS 9","SPF","subject 1",0.126609,-1.99063244821787
"3088",88,"NS 9","SPF","subject 1",0.139075,-1.90330574397297
"3089",89,"NS 9","SPF","subject 1",0.158512,-1.78074831510829
"3090",90,"NS 9","SPF","subject 1",0.186765,-1.62574515570883
"3091",91,"S 10","SPF","subject 1",0.0917438,-2.2852973901769
"3092",92,"S 10","SPF","subject 1",0.210241,-1.51303287765682
"3093",93,"S 10","SPF","subject 1",0.119076,-2.04735390081277
"3094",94,"S 10","SPF","subject 1",0.0936287,-2.26694096049463
"3095",95,"S 10","SPF","subject 1",0.0560954,-2.71665612607409
"3096",96,"NS 10","SPF","subject 1",0.38054,-0.940224882169786
"3097",97,"NS 10","SPF","subject 1",0.187553,-1.62174837621119
"3098",98,"NS 10","SPF","subject 1",0.071199,-2.51085234716127
"3099",99,"NS 10","SPF","subject 1",0.109291,-2.12618939279107
"3100",100,"NS 10","SPF","subject 1",0.199102,-1.56493310779176
"3101",101,"S 11","SPF","subject 1",0.110326,-2.11755055300265
"3102",102,"S 11","SPF","subject 1",0.0655258,-2.58328095924647
"3103",103,"S 11","SPF","subject 1",0.165259,-1.74149039917922
"3104",104,"S 11","SPF","subject 1",0.108196,-2.1354110155303
"3105",105,"S 11","SPF","subject 1",0.0357122,-3.08539005828453
"3106",106,"NS 11","SPF","subject 1",0.0399616,-2.99650056861707
"3107",107,"NS 11","SPF","subject 1",0.202976,-1.54657579567747
"3108",108,"NS 11","SPF","subject 1",0.228621,-1.43287875977971
"3109",109,"NS 11","SPF","subject 1",0.0950121,-2.25367969736877
"3110",110,"NS 11","SPF","subject 1",0.127232,-1.98608235473407
"3111",111,"S 12","SPF","subject 1",0.221112,-1.46485283747654
"3112",112,"S 12","SPF","subject 1",0.114862,-2.08054615153673
"3113",113,"S 12","SPF","subject 1",0.265476,-1.28925476852141
"3114",114,"S 12","SPF","subject 1",0.125161,-2.00128861852477
"3115",115,"S 12","SPF","subject 1",0.0810833,-2.3959808065589
"3116",116,"NS 12","SPF","subject 1",0.0502033,-2.81002811089403
"3117",117,"NS 12","SPF","subject 1",0.108389,-2.13377946625361
"3118",118,"NS 12","SPF","subject 1",0.230507,-1.42500608383079
"3119",119,"NS 12","SPF","subject 1",0.0819827,-2.38615476309375
"3120",120,"NS 12","SPF","subject 1",0.179456,-1.66359847139354
"3121",121,"S 13","SPF","subject 1",0.180733,-1.65688073467645
"3122",122,"S 13","SPF","subject 1",0.113008,-2.09550588507436
"3123",123,"S 13","SPF","subject 1",0.154095,-1.80730975057637
"3124",124,"S 13","SPF","subject 1",0.101224,-2.1962090931149
"3125",125,"S 13","SPF","subject 1",0.0658548,-2.57893429239488
"3126",126,"NS 13","SPF","subject 1",0.062022,-2.63078365108312
"3127",127,"NS 13","SPF","subject 1",0.11893,-2.04848565755939
"3128",128,"NS 13","SPF","subject 1",0.221956,-1.46120758047506
"3129",129,"NS 13","SPF","subject 1",0.12262,-2.02026738304142
"3130",130,"NS 13","SPF","subject 1",0.0511343,-2.79468219552105
"3131",131,"S 14","SPF","subject 1",0.0337822,-3.12852793689369
"3132",132,"S 14","SPF","subject 1",0.189654,-1.61116941061225
"3133",133,"S 14","SPF","subject 1",0.186566,-1.62675702620457
"3134",134,"S 14","SPF","subject 1",0.0861504,-2.3418416467896
"3135",135,"S 14","SPF","subject 1",0.0628483,-2.61937608223434
"3136",136,"NS 14","SPF","subject 1",0.106487,-2.14997560018562
"3137",137,"NS 14","SPF","subject 1",0.0574387,-2.69653624186816
"3138",138,"NS 14","SPF","subject 1",0.137781,-1.91202383082899
"3139",139,"NS 14","SPF","subject 1",0.221041,-1.46516009503219
"3140",140,"NS 14","SPF","subject 1",0.103019,-2.18019933281109
"3141",141,"S 15","SPF","subject 1",0.0925328,-2.27757253159275
"3142",142,"S 15","SPF","subject 1",0.18528,-1.63332085289743
"3143",143,"S 15","SPF","subject 1",0.0994749,-2.21205997974565
"3144",144,"S 15","SPF","subject 1",0.0984221,-2.22172333621744
"3145",145,"S 15","SPF","subject 1",0.184964,-1.63494035284652
"3146",146,"NS 15","SPF","subject 1",0.0308759,-3.1972146316585
"3147",147,"NS 15","SPF","subject 1",0.0592313,-2.67030220648209
"3148",148,"NS 15","SPF","subject 1",0.139131,-1.90293016467102
"3149",149,"NS 15","SPF","subject 1",0.192032,-1.59932917828581
"3150",150,"NS 15","SPF","subject 1",0.113197,-2.09397057882855
"3151",1,"S 1","SPF","subject 2",4.0659,1.4050915812028
"3152",2,"S 1","SPF","subject 2",2.98174,1.09585515794062
"3153",3,"S 1","SPF","subject 2",0.813542,-0.194140728843497
"3154",4,"S 1","SPF","subject 2",0.813542,-0.194140728843497
"3155",5,"S 1","SPF","subject 2",0.813542,-0.194140728843497
"3156",6,"NS 1","SPF","subject 2",0.813542,-0.194140728843497
"3157",7,"NS 1","SPF","subject 2",0.813542,-0.194140728843497
"3158",8,"NS 1","SPF","subject 2",0.813542,-0.194140728843497
"3159",9,"NS 1","SPF","subject 2",6.34345,1.84899797245336
"3160",10,"NS 1","SPF","subject 2",6.34345,1.84899797245336
"3161",11,"S 2","SPF","subject 2",6.34352,1.84900899002875
"3162",12,"S 2","SPF","subject 2",6.65387,1.89670039687114
"3163",13,"S 2","SPF","subject 2",7.27468,1.98577351280731
"3164",14,"S 2","SPF","subject 2",7.27468,1.98577351280731
"3165",15,"S 2","SPF","subject 2",7.27468,1.98577351280731
"3166",16,"NS 2","SPF","subject 2",7.27468,1.98577351280731
"3167",17,"NS 2","SPF","subject 2",0.446437,-0.784304595042639
"3168",18,"NS 2","SPF","subject 2",0.446437,-0.784304595042639
"3169",19,"NS 2","SPF","subject 2",0.446437,-0.784304595042639
"3170",20,"NS 2","SPF","subject 2",0.446437,-0.784304595042639
"3171",21,"S 3","SPF","subject 2",0.446441,-0.784295831549598
"3172",22,"S 3","SPF","subject 2",0.446437,-0.784304595042639
"3173",23,"S 3","SPF","subject 2",1.52051,0.425601013194464
"3174",24,"S 3","SPF","subject 2",1.52051,0.425601013194464
"3175",25,"S 3","SPF","subject 2",1.52051,0.425601013194464
"3176",26,"NS 3","SPF","subject 2",13.8666,2.63020396829951
"3177",27,"NS 3","SPF","subject 2",13.8666,2.63020396829951
"3178",28,"NS 3","SPF","subject 2",18.0739,2.89502203966701
"3179",29,"NS 3","SPF","subject 2",13.305,2.5888912192659
"3180",30,"NS 3","SPF","subject 2",9.09703,2.20904664274958
"3181",31,"S 4","SPF","subject 2",6.67164,1.89936346639819
"3182",32,"S 4","SPF","subject 2",10.3143,2.33450033993863
"3183",33,"S 4","SPF","subject 2",17.4408,2.85938549286978
"3184",34,"S 4","SPF","subject 2",19.4323,2.96745110479109
"3185",35,"S 4","SPF","subject 2",18.2763,2.90615214560131
"3186",36,"NS 4","SPF","subject 2",36.824,3.60642133167341
"3187",37,"NS 4","SPF","subject 2",47.5075,3.86109806424286
"3188",38,"NS 4","SPF","subject 2",48.9574,3.89115477057385
"3189",39,"NS 4","SPF","subject 2",40.6539,3.70534072096393
"3190",40,"NS 4","SPF","subject 2",39.3401,3.67249851615624
"3191",41,"S 5","SPF","subject 2",36.3825,3.59436270945668
"3192",42,"S 5","SPF","subject 2",31.702,3.45669515814758
"3193",43,"S 5","SPF","subject 2",24.508,3.1994075416728
"3194",44,"S 5","SPF","subject 2",11.1003,2.40787260598724
"3195",45,"S 5","SPF","subject 2",11.239,2.42027923581069
"3196",46,"NS 5","SPF","subject 2",117.964,4.77046426120441
"3197",47,"NS 5","SPF","subject 2",NA,NA
"3198",48,"NS 5","SPF","subject 2",NA,NA
"3199",49,"NS 5","SPF","subject 2",NA,NA
"3200",50,"NS 5","SPF","subject 2",NA,NA
"3201",51,"S 6","SPF","subject 2",NA,NA
"3202",52,"S 6","SPF","subject 2",NA,NA
"3203",53,"S 6","SPF","subject 2",NA,NA
"3204",54,"S 6","SPF","subject 2",NA,NA
"3205",55,"S 6","SPF","subject 2",NA,NA
"3206",56,"NS 6","SPF","subject 2",NA,NA
"3207",57,"NS 6","SPF","subject 2",NA,NA
"3208",58,"NS 6","SPF","subject 2",NA,NA
"3209",59,"NS 6","SPF","subject 2",NA,NA
"3210",60,"NS 6","SPF","subject 2",NA,NA
"3211",61,"S 7","SPF","subject 2",NA,NA
"3212",62,"S 7","SPF","subject 2",NA,NA
"3213",63,"S 7","SPF","subject 2",NA,NA
"3214",64,"S 7","SPF","subject 2",NA,NA
"3215",65,"S 7","SPF","subject 2",NA,NA
"3216",66,"NS 7","SPF","subject 2",NA,NA
"3217",67,"NS 7","SPF","subject 2",NA,NA
"3218",68,"NS 7","SPF","subject 2",NA,NA
"3219",69,"NS 7","SPF","subject 2",NA,NA
"3220",70,"NS 7","SPF","subject 2",NA,NA
"3221",71,"S 8","SPF","subject 2",NA,NA
"3222",72,"S 8","SPF","subject 2",NA,NA
"3223",73,"S 8","SPF","subject 2",NA,NA
"3224",74,"S 8","SPF","subject 2",NA,NA
"3225",75,"S 8","SPF","subject 2",NA,NA
"3226",76,"NS 8","SPF","subject 2",NA,NA
"3227",77,"NS 8","SPF","subject 2",NA,NA
"3228",78,"NS 8","SPF","subject 2",NA,NA
"3229",79,"NS 8","SPF","subject 2",NA,NA
"3230",80,"NS 8","SPF","subject 2",NA,NA
"3231",81,"S 9","SPF","subject 2",NA,NA
"3232",82,"S 9","SPF","subject 2",NA,NA
"3233",83,"S 9","SPF","subject 2",NA,NA
"3234",84,"S 9","SPF","subject 2",NA,NA
"3235",85,"S 9","SPF","subject 2",NA,NA
"3236",86,"NS 9","SPF","subject 2",NA,NA
"3237",87,"NS 9","SPF","subject 2",NA,NA
"3238",88,"NS 9","SPF","subject 2",NA,NA
"3239",89,"NS 9","SPF","subject 2",NA,NA
"3240",90,"NS 9","SPF","subject 2",NA,NA
"3241",91,"S 10","SPF","subject 2",NA,NA
"3242",92,"S 10","SPF","subject 2",NA,NA
"3243",93,"S 10","SPF","subject 2",NA,NA
"3244",94,"S 10","SPF","subject 2",NA,NA
"3245",95,"S 10","SPF","subject 2",NA,NA
"3246",96,"NS 10","SPF","subject 2",NA,NA
"3247",97,"NS 10","SPF","subject 2",NA,NA
"3248",98,"NS 10","SPF","subject 2",NA,NA
"3249",99,"NS 10","SPF","subject 2",NA,NA
"3250",100,"NS 10","SPF","subject 2",NA,NA
"3251",101,"S 11","SPF","subject 2",NA,NA
"3252",102,"S 11","SPF","subject 2",NA,NA
"3253",103,"S 11","SPF","subject 2",NA,NA
"3254",104,"S 11","SPF","subject 2",NA,NA
"3255",105,"S 11","SPF","subject 2",NA,NA
"3256",106,"NS 11","SPF","subject 2",NA,NA
"3257",107,"NS 11","SPF","subject 2",NA,NA
"3258",108,"NS 11","SPF","subject 2",NA,NA
"3259",109,"NS 11","SPF","subject 2",NA,NA
"3260",110,"NS 11","SPF","subject 2",NA,NA
"3261",111,"S 12","SPF","subject 2",NA,NA
"3262",112,"S 12","SPF","subject 2",NA,NA
"3263",113,"S 12","SPF","subject 2",NA,NA
"3264",114,"S 12","SPF","subject 2",NA,NA
"3265",115,"S 12","SPF","subject 2",NA,NA
"3266",116,"NS 12","SPF","subject 2",NA,NA
"3267",117,"NS 12","SPF","subject 2",NA,NA
"3268",118,"NS 12","SPF","subject 2",NA,NA
"3269",119,"NS 12","SPF","subject 2",NA,NA
"3270",120,"NS 12","SPF","subject 2",NA,NA
"3271",121,"S 13","SPF","subject 2",NA,NA
"3272",122,"S 13","SPF","subject 2",NA,NA
"3273",123,"S 13","SPF","subject 2",NA,NA
"3274",124,"S 13","SPF","subject 2",NA,NA
"3275",125,"S 13","SPF","subject 2",NA,NA
"3276",126,"NS 13","SPF","subject 2",NA,NA
"3277",127,"NS 13","SPF","subject 2",NA,NA
"3278",128,"NS 13","SPF","subject 2",NA,NA
"3279",129,"NS 13","SPF","subject 2",NA,NA
"3280",130,"NS 13","SPF","subject 2",NA,NA
"3281",131,"S 14","SPF","subject 2",NA,NA
"3282",132,"S 14","SPF","subject 2",NA,NA
"3283",133,"S 14","SPF","subject 2",NA,NA
"3284",134,"S 14","SPF","subject 2",NA,NA
"3285",135,"S 14","SPF","subject 2",NA,NA
"3286",136,"NS 14","SPF","subject 2",NA,NA
"3287",137,"NS 14","SPF","subject 2",NA,NA
"3288",138,"NS 14","SPF","subject 2",NA,NA
"3289",139,"NS 14","SPF","subject 2",NA,NA
"3290",140,"NS 14","SPF","subject 2",NA,NA
"3291",141,"S 15","SPF","subject 2",NA,NA
"3292",142,"S 15","SPF","subject 2",NA,NA
"3293",143,"S 15","SPF","subject 2",NA,NA
"3294",144,"S 15","SPF","subject 2",NA,NA
"3295",145,"S 15","SPF","subject 2",NA,NA
"3296",146,"NS 15","SPF","subject 2",NA,NA
"3297",147,"NS 15","SPF","subject 2",NA,NA
"3298",148,"NS 15","SPF","subject 2",NA,NA
"3299",149,"NS 15","SPF","subject 2",NA,NA
"3300",150,"NS 15","SPF","subject 2",NA,NA
"3301",1,"S 1","SPF","subject 3",20.8903,3.03976351293473
"3302",2,"S 1","SPF","subject 3",15.8336,2.76276563329102
"3303",3,"S 1","SPF","subject 3",1.69252,0.53210950640278
"3304",4,"S 1","SPF","subject 3",0.560967,-0.560423864341235
"3305",5,"S 1","SPF","subject 3",0.630075,-0.446169921994338
"3306",6,"NS 1","SPF","subject 3",0.490264,-0.692619319902899
"3307",7,"NS 1","SPF","subject 3",0.26107,-1.30537818887378
"3308",8,"NS 1","SPF","subject 3",0.284207,-1.22347167775999
"3309",9,"NS 1","SPF","subject 3",2.13077,0.761165577400668
"3310",10,"NS 1","SPF","subject 3",1.63927,0.500332765771584
"3311",11,"S 2","SPF","subject 3",2.92206,1.07570524766223
"3312",12,"S 2","SPF","subject 3",6.94683,1.93972391082291
"3313",13,"S 2","SPF","subject 3",9.0862,2.2078567438934
"3314",14,"S 2","SPF","subject 3",3.69397,1.30940521739908
"3315",15,"S 2","SPF","subject 3",1.51126,0.41953893883949
"3316",16,"NS 2","SPF","subject 3",0.764849,-0.255087107321995
"3317",17,"NS 2","SPF","subject 3",0.661555,-0.398159360192779
"3318",18,"NS 2","SPF","subject 3",0.475749,-0.722063249398863
"3319",19,"NS 2","SPF","subject 3",0.819388,-0.187067199564853
"3320",20,"NS 2","SPF","subject 3",3.0937,1.13259494816557
"3321",21,"S 3","SPF","subject 3",6.71172,1.90534407416579
"3322",22,"S 3","SPF","subject 3",5.40808,1.68974150915005
"3323",23,"S 3","SPF","subject 3",2.86586,1.05635175995351
"3324",24,"S 3","SPF","subject 3",1.13621,0.136460847578335
"3325",25,"S 3","SPF","subject 3",0.209877,-1.51468697988847
"3326",26,"NS 3","SPF","subject 3",0.232886,-1.41516308152269
"3327",27,"NS 3","SPF","subject 3",1.15493,0.152660999375528
"3328",28,"NS 3","SPF","subject 3",0.677214,-0.375109535993415
"3329",29,"NS 3","SPF","subject 3",0.341794,-1.04470950196909
"3330",30,"NS 3","SPF","subject 3",0.150992,-1.82640060467323
"3331",31,"S 4","SPF","subject 3",0.0929854,-2.27316804837245
"3332",32,"S 4","SPF","subject 3",0.866048,-0.132334395026363
"3333",33,"S 4","SPF","subject 3",1.34411,0.303144411958325
"3334",34,"S 4","SPF","subject 3",0.727867,-0.303991687424832
"3335",35,"S 4","SPF","subject 3",1.3293,0.292147089410939
"3336",36,"NS 4","SPF","subject 3",7.9171,2.07028726888835
"3337",37,"NS 4","SPF","subject 3",4.30838,1.46288033192594
"3338",38,"NS 4","SPF","subject 3",3.31177,1.20049777339386
"3339",39,"NS 4","SPF","subject 3",3.4971,1.25478948515129
"3340",40,"NS 4","SPF","subject 3",7.79766,2.05510530308071
"3341",41,"S 5","SPF","subject 3",10.9503,2.39427965340803
"3342",42,"S 5","SPF","subject 3",5.6008,1.72469331186338
"3343",43,"S 5","SPF","subject 3",2.1254,0.758653982762065
"3344",44,"S 5","SPF","subject 3",0.779225,-0.236703827687152
"3345",45,"S 5","SPF","subject 3",0.390635,-0.914704490620283
"3346",46,"NS 5","SPF","subject 3",0.329406,-1.08055824808252
"3347",47,"NS 5","SPF","subject 3",0.720903,-0.313474522975551
"3348",48,"NS 5","SPF","subject 3",4.08085,1.40875277242318
"3349",49,"NS 5","SPF","subject 3",10.4997,2.35229864023789
"3350",50,"NS 5","SPF","subject 3",13.731,2.62038406434964
"3351",51,"S 6","SPF","subject 3",8.87649,2.18453214591485
"3352",52,"S 6","SPF","subject 3",10.2238,2.32569596749114
"3353",53,"S 6","SPF","subject 3",14.8088,2.69589664492964
"3354",54,"S 6","SPF","subject 3",14.9469,2.70517273182212
"3355",55,"S 6","SPF","subject 3",5.71659,1.74512024013831
"3356",56,"NS 6","SPF","subject 3",1.38301,0.331466873522799
"3357",57,"NS 6","SPF","subject 3",0.908498,-0.0850155517925827
"3358",58,"NS 6","SPF","subject 3",4.56776,1.52120979551657
"3359",59,"NS 6","SPF","subject 3",7.98849,2.07925277386431
"3360",60,"NS 6","SPF","subject 3",4.12078,1.41846625112623
"3361",61,"S 7","SPF","subject 3",1.64595,0.504374862270528
"3362",62,"S 7","SPF","subject 3",0.403155,-0.883932453766095
"3363",63,"S 7","SPF","subject 3",0.234131,-1.41005031251435
"3364",64,"S 7","SPF","subject 3",0.303203,-1.1609037363673
"3365",65,"S 7","SPF","subject 3",0.71133,-0.32665854876664
"3366",66,"NS 7","SPF","subject 3",1.15241,0.150495436127503
"3367",67,"NS 7","SPF","subject 3",1.44754,0.376750083119783
"3368",68,"NS 7","SPF","subject 3",0.507465,-0.658813388980059
"3369",69,"NS 7","SPF","subject 3",1.80684,0.597098728299564
"3370",70,"NS 7","SPF","subject 3",0.8532,-0.147108865038212
"3371",71,"S 8","SPF","subject 3",0.442163,-0.793712544688452
"3372",72,"S 8","SPF","subject 3",0.201586,-1.55312374375772
"3373",73,"S 8","SPF","subject 3",0.0998004,-2.20909110692609
"3374",74,"S 8","SPF","subject 3",0.0783268,-2.42671170666352
"3375",75,"S 8","SPF","subject 3",0.412958,-0.860482395645657
"3376",76,"NS 8","SPF","subject 3",1.07793,0.0842768081286638
"3377",77,"NS 8","SPF","subject 3",3.39339,1.22477199371265
"3378",78,"NS 8","SPF","subject 3",7.01583,1.9495933577069
"3379",79,"NS 8","SPF","subject 3",3.98161,1.38419465828593
"3380",80,"NS 8","SPF","subject 3",2.54283,0.937202547714788
"3381",81,"S 9","SPF","subject 3",0.828247,-0.176442472526784
